GYD,Azerbaijan,NBC,Russia
RIX,Latvia,MXP,Italy
RIX,Latvia,NCE,France
RIX,Latvia,OLB,Italy
RIX,Latvia,OSL,Norway
RIX,Latvia,PLQ,Lithuania
RIX,Latvia,PRG,Czech Republic
RIX,Latvia,SAW,Turkey
RIX,Latvia,SVG,Norway
RIX,Latvia,SVO,Russia
RIX,Latvia,TAS,Uzbekistan
RIX,Latvia,TBS,Georgia
RIX,Latvia,TKU,Finland
RIX,Latvia,TLL,Estonia
RIX,Latvia,TLV,Israel
RIX,Latvia,TXL,Germany
RIX,Latvia,VCE,Italy
RIX,Latvia,VIE,Austria
RIX,Latvia,VKO,Russia
RIX,Latvia,VNO,Lithuania
RIX,Latvia,WAW,Poland
RIX,Latvia,ZRH,Switzerland
SAW,Turkey,RIX,Latvia
SVG,Norway,RIX,Latvia
SVO,Russia,RIX,Latvia
TAS,Uzbekistan,RIX,Latvia
TBS,Georgia,RIX,Latvia
TKU,Finland,RIX,Latvia
TLL,Estonia,RIX,Latvia
TLV,Israel,RIX,Latvia
TXL,Germany,RIX,Latvia
VCE,Italy,RIX,Latvia
VIE,Austria,RIX,Latvia
VKO,Russia,RIX,Latvia
VNO,Lithuania,BRU,Belgium
VNO,Lithuania,RIX,Latvia
WAW,Poland,RIX,Latvia
ZRH,Switzerland,RIX,Latvia
FBM,Congo (Kinshasa),JNB,South Africa
JNB,South Africa,FBM,Congo (Kinshasa)
BGY,Italy,TIA,Albania
BLQ,Italy,TIA,Albania
CUN,Mexico,FCO,Italy
CUN,Mexico,MXP,Italy
CYO,Cuba,MXP,Italy
DME,Russia,FCO,Italy
FCO,Italy,DME,Russia
FCO,Italy,HAV,Cuba
FCO,Italy,LRM,Dominican Republic
FCO,Italy,TIA,Albania
HAV,Cuba,CUN,Mexico
HAV,Cuba,MXP,Italy
HOG,Cuba,MXP,Italy
LRM,Dominican Republic,FCO,Italy
LRM,Dominican Republic,MXP,Italy
MXP,Italy,CUN,Mexico
MXP,Italy,HAV,Cuba
MXP,Italy,LRM,Dominican Republic
MXP,Italy,TIA,Albania
PSA,Italy,TIA,Albania
SCU,Cuba,FCO,Italy
TIA,Albania,BGY,Italy
TIA,Albania,BLQ,Italy
TIA,Albania,FCO,Italy
TIA,Albania,MXP,Italy
TIA,Albania,PSA,Italy
TIA,Albania,VCE,Italy
TIA,Albania,VRN,Italy
VCE,Italy,TIA,Albania
VRN,Italy,TIA,Albania
ANU,Antigua and Barbuda,BGI,Barbados
ANU,Antigua and Barbuda,KIN,Jamaica
BGI,Barbados,ANU,Antigua and Barbuda
BGI,Barbados,KIN,Jamaica
BGI,Barbados,POS,Trinidad and Tobago
BGI,Barbados,SXM,Netherlands Antilles
CCS,Venezuela,POS,Trinidad and Tobago
FLL,United States,KIN,Jamaica
FLL,United States,MBJ,Jamaica
FLL,United States,POS,Trinidad and Tobago
GEO,Guyana,JFK,United States
GEO,Guyana,POS,Trinidad and Tobago
GEO,Guyana,YYZ,Canada
GND,Grenada,JFK,United States
GND,Grenada,POS,Trinidad and Tobago
GND,Grenada,YYZ,Canada
JFK,United States,GEO,Guyana
JFK,United States,GND,Grenada
JFK,United States,KIN,Jamaica
JFK,United States,MBJ,Jamaica
JFK,United States,POS,Trinidad and Tobago
JFK,United States,TAB,Trinidad and Tobago
KIN,Jamaica,ANU,Antigua and Barbuda
KIN,Jamaica,BGI,Barbados
KIN,Jamaica,FLL,United States
KIN,Jamaica,JFK,United States
KIN,Jamaica,MCO,United States
KIN,Jamaica,NAS,Bahamas
KIN,Jamaica,POS,Trinidad and Tobago
KIN,Jamaica,SXM,Netherlands Antilles
KIN,Jamaica,YYZ,Canada
LGW,United Kingdom,POS,Trinidad and Tobago
MBJ,Jamaica,FLL,United States
MBJ,Jamaica,JFK,United States
MCO,United States,KIN,Jamaica
MCO,United States,POS,Trinidad and Tobago
MIA,United States,POS,Trinidad and Tobago
NAS,Bahamas,KIN,Jamaica
PBM,Suriname,POS,Trinidad and Tobago
POS,Trinidad and Tobago,BGI,Barbados
POS,Trinidad and Tobago,CCS,Venezuela
POS,Trinidad and Tobago,FLL,United States
POS,Trinidad and Tobago,GEO,Guyana
POS,Trinidad and Tobago,GND,Grenada
POS,Trinidad and Tobago,JFK,United States
POS,Trinidad and Tobago,KIN,Jamaica
POS,Trinidad and Tobago,LGW,United Kingdom
POS,Trinidad and Tobago,MCO,United States
POS,Trinidad and Tobago,MIA,United States
POS,Trinidad and Tobago,PBM,Suriname
POS,Trinidad and Tobago,SLU,Saint Lucia
POS,Trinidad and Tobago,YYZ,Canada
SLU,Saint Lucia,POS,Trinidad and Tobago
SXM,Netherlands Antilles,BGI,Barbados
SXM,Netherlands Antilles,KIN,Jamaica
TAB,Trinidad and Tobago,JFK,United States
YYZ,Canada,GEO,Guyana
YYZ,Canada,GND,Grenada
YYZ,Canada,KIN,Jamaica
YYZ,Canada,POS,Trinidad and Tobago
CEB,Philippines,PUS,South Korea
CSX,China,PUS,South Korea
FUK,Japan,PUS,South Korea
HKG,Hong Kong,PUS,South Korea
KHH,Taiwan,PUS,South Korea
KIX,Japan,PUS,South Korea
MFM,Macau,PUS,South Korea
NRT,Japan,PUS,South Korea
PUS,South Korea,CEB,Philippines
PUS,South Korea,CSX,China
PUS,South Korea,FUK,Japan
PUS,South Korea,HKG,Hong Kong
PUS,South Korea,KHH,Taiwan
PUS,South Korea,KIX,Japan
PUS,South Korea,MFM,Macau
PUS,South Korea,NRT,Japan
PUS,South Korea,REP,Cambodia
PUS,South Korea,TAO,China
PUS,South Korea,TPE,Taiwan
PUS,South Korea,TYN,China
PUS,South Korea,WUH,China
PUS,South Korea,XIY,China
REP,Cambodia,PUS,South Korea
TAO,China,PUS,South Korea
TPE,Taiwan,PUS,South Korea
TYN,China,PUS,South Korea
WUH,China,PUS,South Korea
XIY,China,PUS,South Korea
BSG,Equatorial Guinea,COO,Benin
COO,Benin,BSG,Equatorial Guinea
COO,Benin,SSG,Equatorial Guinea
DLA,Cameroon,SSG,Equatorial Guinea
SSG,Equatorial Guinea,COO,Benin
SSG,Equatorial Guinea,DLA,Cameroon
ADD,Ethiopia,CAN,China
ADD,Ethiopia,PEK,China
AKL,New Zealand,PVG,China
ARN,Sweden,GVA,Switzerland
ARN,Sweden,HEL,Finland
ARN,Sweden,PEK,China
ARN,Sweden,TMP,Finland
ARN,Sweden,VAA,Finland
ATH,Greece,MUC,Germany
BCN,Spain,VIE,Austria
BKK,Thailand,PEK,China
BKK,Thailand,SZX,China
BOM,India,CTU,China
CAI,Egypt,CAN,China
CAI,Egypt,PEK,China
CAN,China,ADD,Ethiopia
CAN,China,CAI,Egypt
CAN,China,IST,Turkey
CAN,China,NRT,Japan
CAN,China,NTG,China
CDG,France,PEK,China
CDG,France,PVG,China
CGK,Indonesia,XMN,China
CGO,China,MFM,Macau
CGQ,China,INC,China
CJJ,South Korea,PEK,China
CKG,China,HKG,Hong Kong
CKG,China,ICN,South Korea
CKG,China,INC,China
CKG,China,MFM,Macau
CKG,China,TPE,Taiwan
CNX,Thailand,PEK,China
CNX,Thailand,WUH,China
CPH,Denmark,FRA,Germany
CPH,Denmark,GVA,Switzerland
CPH,Denmark,PEK,China
CTS,Japan,PEK,China
CTU,China,BOM,India
CTU,China,FRA,Germany
CTU,China,HKG,Hong Kong
CTU,China,ICN,South Korea
CTU,China,INC,China
CTU,China,KHI,Pakistan
CTU,China,KTM,Nepal
CTU,China,MFM,Macau
CTU,China,NRT,Japan
CTU,China,SIN,Singapore
CTU,China,TPE,Taiwan
CUN,Mexico,IAH,United States
DEL,India,PEK,China
DLC,China,FUK,Japan
DLC,China,HIJ,Japan
DLC,China,HKG,Hong Kong
DLC,China,ICN,South Korea
DLC,China,KIX,Japan
DLC,China,NRT,Japan
DLC,China,NTG,China
DUS,Germany,PEK,China
DXB,United Arab Emirates,PEK,China
EWR,United States,PEK,China
EWR,United States,PVG,China
FCO,Italy,PEK,China
FNJ,North Korea,PEK,China
FRA,Germany,CPH,Denmark
FRA,Germany,CTU,China
FRA,Germany,NKG,China
FRA,Germany,PEK,China
FRA,Germany,PVG,China
FRA,Germany,SHE,China
FUK,Japan,DLC,China
FUK,Japan,PVG,China
GMP,South Korea,PEK,China
GRU,Brazil,MAD,Spain
GVA,Switzerland,ARN,Sweden
GVA,Switzerland,CPH,Denmark
GVA,Switzerland,PEK,China
HEL,Finland,ARN,Sweden
HEL,Finland,PEK,China
HEL,Finland,PVG,China
HET,China,TPE,Taiwan
HFE,China,ICN,South Korea
HFE,China,MFM,Macau
HGH,China,HKG,Hong Kong
HGH,China,ICN,South Korea
HGH,China,INC,China
HGH,China,KIX,Japan
HGH,China,MFM,Macau
HGH,China,NRT,Japan
HGH,China,PUS,South Korea
HGH,China,TPE,Taiwan
HIJ,Japan,DLC,China
HKG,Hong Kong,CKG,China
HKG,Hong Kong,CTU,China
HKG,Hong Kong,DLC,China
HKG,Hong Kong,HGH,China
HKG,Hong Kong,PEK,China
HKG,Hong Kong,TSN,China
HKG,Hong Kong,WUH,China
HKT,Thailand,PEK,China
HLD,China,HTA,Russia
HND,Japan,PEK,China
HND,Japan,SHA,China
HNL,United States,PEK,China
HTA,Russia,HLD,China
IAD,United States,PEK,China
IAH,United States,CUN,Mexico
IAH,United States,MEX,Mexico
IAH,United States,PEK,China
ICN,South Korea,CKG,China
ICN,South Korea,CTU,China
ICN,South Korea,DLC,China
ICN,South Korea,HFE,China
ICN,South Korea,HGH,China
ICN,South Korea,PEK,China
ICN,South Korea,TAO,China
ICN,South Korea,TNA,China
ICN,South Korea,TSN,China
ICN,South Korea,YNJ,China
ICN,South Korea,YNT,China
INC,China,CGQ,China
INC,China,CKG,China
INC,China,CTU,China
INC,China,HGH,China
INC,China,PEK,China
INC,China,PVG,China
INC,China,SJW,China
INC,China,TNA,China
INC,China,URC,China
INC,China,WUH,China
INC,China,XIY,China
INC,China,XNN,China
IST,Turkey,CAN,China
IST,Turkey,PEK,China
IST,Turkey,PVG,China
JFK,United States,PEK,China
KHI,Pakistan,CTU,China
KIX,Japan,DLC,China
KIX,Japan,HGH,China
KIX,Japan,PEK,China
KIX,Japan,PVG,China
KIX,Japan,TAO,China
KIX,Japan,TNA,China
KMG,China,RGN,Burma
KTM,Nepal,CTU,China
KTM,Nepal,LXA,China
LAX,United States,PEK,China
LAX,United States,PVG,China
LGW,United Kingdom,PEK,China
LHR,United Kingdom,PEK,China
LHR,United Kingdom,PVG,China
LXA,China,KTM,Nepal
MAD,Spain,GRU,Brazil
MAD,Spain,PEK,China
MEL,Australia,PVG,China
MEX,Mexico,IAH,United States
MFM,Macau,CGO,China
MFM,Macau,CKG,China
MFM,Macau,CTU,China
MFM,Macau,HFE,China
MFM,Macau,HGH,China
MFM,Macau,NGB,China
MFM,Macau,NKG,China
MFM,Macau,NNG,China
MFM,Macau,PEK,China
MFM,Macau,PVG,China
MFM,Macau,SHA,China
MFM,Macau,SHE,China
MFM,Macau,TYN,China
MFM,Macau,WUH,China
MFM,Macau,XMN,China
MNL,Philippines,PEK,China
MUC,Germany,ATH,Greece
MUC,Germany,PEK,China
MUC,Germany,PVG,China
MWX,South Korea,PEK,China
MXP,Italy,PEK,China
MXP,Italy,PVG,China
NGB,China,MFM,Macau
NGO,Japan,PEK,China
NGO,Japan,PVG,China
NKG,China,FRA,Germany
NKG,China,MFM,Macau
NNG,China,MFM,Macau
NRT,Japan,CAN,China
NRT,Japan,CTU,China
NRT,Japan,DLC,China
NRT,Japan,HGH,China
NRT,Japan,PEK,China
NRT,Japan,PVG,China
NRT,Japan,SHE,China
NRT,Japan,TAO,China
NRT,Japan,XMN,China
NTG,China,CAN,China
NTG,China,DLC,China
NTG,China,PEK,China
NTG,China,SHE,China
NTG,China,SZX,China
NTG,China,TSN,China
NTG,China,XMN,China
OKA,Japan,PEK,China
ORD,United States,PEK,China
ORD,United States,PVG,China
PEK,China,ADD,Ethiopia
PEK,China,ARN,Sweden
PEK,China,BKK,Thailand
PEK,China,CAI,Egypt
PEK,China,CDG,France
PEK,China,CJJ,South Korea
PEK,China,CNX,Thailand
PEK,China,CPH,Denmark
PEK,China,CTS,Japan
PEK,China,DEL,India
PEK,China,DUS,Germany
PEK,China,DXB,United Arab Emirates
PEK,China,EWR,United States
PEK,China,FCO,Italy
PEK,China,FNJ,North Korea
PEK,China,FRA,Germany
PEK,China,GMP,South Korea
PEK,China,GVA,Switzerland
PEK,China,HEL,Finland
PEK,China,HKG,Hong Kong
PEK,China,HKT,Thailand
PEK,China,HND,Japan
PEK,China,HNL,United States
PEK,China,IAD,United States
PEK,China,IAH,United States
PEK,China,ICN,South Korea
PEK,China,INC,China
PEK,China,IST,Turkey
PEK,China,JFK,United States
PEK,China,JNB,South Africa
PEK,China,KIX,Japan
PEK,China,LAX,United States
PEK,China,LGW,United Kingdom
PEK,China,LHR,United Kingdom
PEK,China,MAD,Spain
PEK,China,MFM,Macau
PEK,China,MNL,Philippines
PEK,China,MUC,Germany
PEK,China,MWX,South Korea
PEK,China,MXP,Italy
PEK,China,NGO,Japan
PEK,China,NRT,Japan
PEK,China,NTG,China
PEK,China,OKA,Japan
PEK,China,ORD,United States
PEK,China,PUS,South Korea
PEK,China,REP,Cambodia
PEK,China,RGN,Burma
PEK,China,SFO,United States
PEK,China,SGN,Vietnam
PEK,China,SIN,Singapore
PEK,China,SVO,Russia
PEK,China,SYD,Australia
PEK,China,TAE,South Korea
PEK,China,TLV,Israel
PEK,China,TPE,Taiwan
PEK,China,ULN,Mongolia
PEK,China,VIE,Austria
PEK,China,WAW,Poland
PEK,China,YVR,Canada
PEK,China,YYZ,Canada
PUS,South Korea,HGH,China
PUS,South Korea,PEK,China
PVG,China,AKL,New Zealand
PVG,China,CDG,France
PVG,China,EWR,United States
PVG,China,FRA,Germany
PVG,China,FUK,Japan
PVG,China,HEL,Finland
PVG,China,INC,China
PVG,China,IST,Turkey
PVG,China,KIX,Japan
PVG,China,LAX,United States
PVG,China,LHR,United Kingdom
PVG,China,MEL,Australia
PVG,China,MFM,Macau
PVG,China,MUC,Germany
PVG,China,MXP,Italy
PVG,China,NGO,Japan
PVG,China,NRT,Japan
PVG,China,ORD,United States
PVG,China,SDJ,Japan
PVG,China,SFO,United States
PVG,China,SYD,Australia
PVG,China,TPE,Taiwan
PVG,China,YVR,Canada
PVG,China,YYZ,Canada
REP,Cambodia,PEK,China
RGN,Burma,KMG,China
RGN,Burma,PEK,China
SDJ,Japan,PVG,China
SFO,United States,PEK,China
SFO,United States,PVG,China
SGN,Vietnam,PEK,China
SHA,China,HND,Japan
SHA,China,MFM,Macau
SHA,China,TSA,Taiwan
SHE,China,FRA,Germany
SHE,China,MFM,Macau
SHE,China,NRT,Japan
SHE,China,NTG,China
SIN,Singapore,CTU,China
SIN,Singapore,PEK,China
SIN,Singapore,SZX,China
SJW,China,INC,China
SVO,Russia,PEK,China
SYD,Australia,PEK,China
SYD,Australia,PVG,China
SZX,China,BKK,Thailand
SZX,China,NTG,China
SZX,China,SIN,Singapore
TAE,South Korea,PEK,China
TAO,China,ICN,South Korea
TAO,China,KIX,Japan
TAO,China,NRT,Japan
TLV,Israel,PEK,China
TMP,Finland,ARN,Sweden
TNA,China,ICN,South Korea
TNA,China,INC,China
TNA,China,KIX,Japan
TPE,Taiwan,CKG,China
TPE,Taiwan,CTU,China
TPE,Taiwan,HET,China
TPE,Taiwan,HGH,China
TPE,Taiwan,PEK,China
TPE,Taiwan,PVG,China
TPE,Taiwan,WNZ,China
TSA,Taiwan,SHA,China
TSA,Taiwan,TSN,China
TSN,China,HKG,Hong Kong
TSN,China,ICN,South Korea
TSN,China,NTG,China
TSN,China,TSA,Taiwan
TYN,China,MFM,Macau
ULN,Mongolia,PEK,China
URC,China,INC,China
VAA,Finland,ARN,Sweden
VIE,Austria,BCN,Spain
VIE,Austria,PEK,China
WAW,Poland,PEK,China
WNZ,China,TPE,Taiwan
WUH,China,CNX,Thailand
WUH,China,HKG,Hong Kong
WUH,China,INC,China
WUH,China,MFM,Macau
XIY,China,INC,China
XMN,China,CGK,Indonesia
XMN,China,MFM,Macau
XMN,China,NRT,Japan
XMN,China,NTG,China
YNJ,China,ICN,South Korea
YNT,China,ICN,South Korea
YVR,Canada,PEK,China
YVR,Canada,PVG,China
YYZ,Canada,PEK,China
YYZ,Canada,PVG,China
GUA,Guatemala,SAP,Honduras
GUA,Guatemala,TGU,Honduras
RTB,Honduras,GUA,Guatemala
SAP,Honduras,GUA,Guatemala
TGU,Honduras,GUA,Guatemala
BNE,Australia,POM,Papua New Guinea
GUR,Papua New Guinea,LSA,
LNV,,POM,Papua New Guinea
LSA,,GUR,Papua New Guinea
PNP,Papua New Guinea,TFI,
POM,Papua New Guinea,BNE,Australia
POM,Papua New Guinea,LNV,
POM,Papua New Guinea,TFI,
RAB,Papua New Guinea,LNV,
TFI,,PNP,Papua New Guinea
AKL,New Zealand,BNE,Australia
AKL,New Zealand,SYD,Australia
AMS,Netherlands,BKK,Thailand
AMS,Netherlands,LHR,United Kingdom
AMS,Netherlands,MAN,United Kingdom
BKK,Thailand,AMS,Netherlands
BKK,Thailand,DME,Russia
BKK,Thailand,KHH,Taiwan
BKK,Thailand,TPE,Taiwan
BNE,Australia,AKL,New Zealand
BNE,Australia,TPE,Taiwan
CAN,China,TPE,Taiwan
CGK,Indonesia,HKG,Hong Kong
CGK,Indonesia,TPE,Taiwan
CKG,China,KHH,Taiwan
CTS,Japan,TPE,Taiwan
CTU,China,TPE,Taiwan
DEL,India,FCO,Italy
DEL,India,TPE,Taiwan
DLC,China,TPE,Taiwan
DME,Russia,BKK,Thailand
DPS,Indonesia,TPE,Taiwan
FCO,Italy,DEL,India
FRA,Germany,TPE,Taiwan
FSZ,,TPE,Taiwan
FUK,Japan,TPE,Taiwan
GMP,South Korea,TSA,Taiwan
GUA,Guatemala,LAX,United States
GUM,Guam,TPE,Taiwan
HAK,China,TPE,Taiwan
HAN,Vietnam,TPE,Taiwan
HIJ,Japan,TPE,Taiwan
HKG,Hong Kong,CGK,Indonesia
HKG,Hong Kong,KHH,Taiwan
HKG,Hong Kong,TNN,Taiwan
HKG,Hong Kong,TPE,Taiwan
HND,Japan,TSA,Taiwan
HNL,United States,NRT,Japan
HNL,United States,TPE,Taiwan
ICN,South Korea,TPE,Taiwan
ISG,Japan,TPE,Taiwan
JFK,United States,KIX,Japan
KHH,Taiwan,BKK,Thailand
KHH,Taiwan,CKG,China
KHH,Taiwan,HKG,Hong Kong
KHH,Taiwan,KHN,China
KHH,Taiwan,KIX,Japan
KHH,Taiwan,MNL,Philippines
KHH,Taiwan,NRT,Japan
KHH,Taiwan,OKA,Japan
KHH,Taiwan,PEK,China
KHH,Taiwan,PVG,China
KHH,Taiwan,SGN,Vietnam
KHH,Taiwan,SIN,Singapore
KHH,Taiwan,SZX,China
KHN,China,KHH,Taiwan
KHN,China,TPE,Taiwan
KIX,Japan,JFK,United States
KIX,Japan,KHH,Taiwan
KIX,Japan,RMQ,Taiwan
KIX,Japan,TPE,Taiwan
KMI,Japan,TPE,Taiwan
KOJ,Japan,TPE,Taiwan
KUL,Malaysia,TPE,Taiwan
LAX,United States,GUA,Guatemala
LAX,United States,TPE,Taiwan
LHR,United Kingdom,AMS,Netherlands
MNL,Philippines,KHH,Taiwan
MNL,Philippines,TPE,Taiwan
NGO,Japan,TPE,Taiwan
NRT,Japan,HNL,United States
NRT,Japan,KHH,Taiwan
NRT,Japan,TPE,Taiwan
OKA,Japan,KHH,Taiwan
OKA,Japan,TPE,Taiwan
PEK,China,KHH,Taiwan
PEK,China,TPE,Taiwan
PEN,Malaysia,TPE,Taiwan
PNH,Cambodia,TPE,Taiwan
PUS,South Korea,TPE,Taiwan
PVG,China,KHH,Taiwan
PVG,China,TPE,Taiwan
RGN,Burma,TPE,Taiwan
RMQ,Taiwan,KIX,Japan
ROR,Palau,TPE,Taiwan
SFO,United States,TPE,Taiwan
SGN,Vietnam,KHH,Taiwan
SGN,Vietnam,TPE,Taiwan
SHA,China,TSA,Taiwan
SIN,Singapore,KHH,Taiwan
SIN,Singapore,SUB,Indonesia
SIN,Singapore,TPE,Taiwan
SUB,Indonesia,SIN,Singapore
SYD,Australia,AKL,New Zealand
SYD,Australia,TPE,Taiwan
SYX,China,TPE,Taiwan
SZX,China,KHH,Taiwan
SZX,China,TPE,Taiwan
TAK,Japan,TPE,Taiwan
TAO,China,TPE,Taiwan
TNN,Taiwan,HKG,Hong Kong
TOY,Japan,TPE,Taiwan
TPE,Taiwan,BKK,Thailand
TPE,Taiwan,BNE,Australia
TPE,Taiwan,CAN,China
TPE,Taiwan,CGK,Indonesia
TPE,Taiwan,CTS,Japan
TPE,Taiwan,CTU,China
TPE,Taiwan,DEL,India
TPE,Taiwan,DLC,China
TPE,Taiwan,DPS,Indonesia
TPE,Taiwan,FRA,Germany
TPE,Taiwan,FSZ,
TPE,Taiwan,FUK,Japan
TPE,Taiwan,GUM,Guam
TPE,Taiwan,HAK,China
TPE,Taiwan,HAN,Vietnam
TPE,Taiwan,HIJ,Japan
TPE,Taiwan,HKG,Hong Kong
TPE,Taiwan,HND,Japan
TPE,Taiwan,HNL,United States
TPE,Taiwan,ICN,South Korea
TPE,Taiwan,ISG,Japan
TPE,Taiwan,KHN,China
TPE,Taiwan,KIX,Japan
TPE,Taiwan,KMI,Japan
TPE,Taiwan,KOJ,Japan
TPE,Taiwan,KUL,Malaysia
TPE,Taiwan,LAX,United States
TPE,Taiwan,MNL,Philippines
TPE,Taiwan,NGO,Japan
TPE,Taiwan,NRT,Japan
TPE,Taiwan,OKA,Japan
TPE,Taiwan,PEK,China
TPE,Taiwan,PEN,Malaysia
TPE,Taiwan,PNH,Cambodia
TPE,Taiwan,PUS,South Korea
TPE,Taiwan,PVG,China
TPE,Taiwan,RGN,Burma
TPE,Taiwan,ROR,Palau
TPE,Taiwan,SFO,United States
TPE,Taiwan,SGN,Vietnam
TPE,Taiwan,SIN,Singapore
TPE,Taiwan,SYD,Australia
TPE,Taiwan,SYX,China
TPE,Taiwan,SZX,China
TPE,Taiwan,TAK,Japan
TPE,Taiwan,TAO,China
TPE,Taiwan,TOY,Japan
TPE,Taiwan,URC,China
TPE,Taiwan,VIE,Austria
TPE,Taiwan,WUH,China
TPE,Taiwan,WUX,China
TPE,Taiwan,XIY,China
TPE,Taiwan,YVR,Canada
TSA,Taiwan,GMP,South Korea
TSA,Taiwan,HND,Japan
TSA,Taiwan,SHA,China
URC,China,TPE,Taiwan
VIE,Austria,TPE,Taiwan
WUH,China,TPE,Taiwan
WUX,China,TPE,Taiwan
XIY,China,TPE,Taiwan
YVR,Canada,TPE,Taiwan
ADZ,Colombia,PTY,Panama
ASU,Paraguay,PTY,Panama
AUA,Aruba,PTY,Panama
BAQ,Colombia,PTY,Panama
BGA,Colombia,PTY,Panama
BOG,Colombia,CCS,Venezuela
BOG,Colombia,CUN,Mexico
BOG,Colombia,HAV,Cuba
BOG,Colombia,MEX,Mexico
BOG,Colombia,PTY,Panama
BOG,Colombia,PUJ,Dominican Republic
BOG,Colombia,UIO,Ecuador
BOS,United States,PTY,Panama
BSB,Brazil,PTY,Panama
CCS,Venezuela,BOG,Colombia
CCS,Venezuela,MDE,Colombia
CCS,Venezuela,PTY,Panama
CLO,Colombia,PTY,Panama
CNF,Brazil,PTY,Panama
COR,Argentina,PTY,Panama
CTG,Colombia,PTY,Panama
CUC,Colombia,PTY,Panama
CUN,Mexico,BOG,Colombia
CUN,Mexico,PTY,Panama
CUR,Netherlands Antilles,PTY,Panama
EWR,United States,PTY,Panama
EZE,Argentina,PTY,Panama
GDL,Mexico,PTY,Panama
GIG,Brazil,PTY,Panama
GRU,Brazil,PTY,Panama
GUA,Guatemala,MGA,Nicaragua
GUA,Guatemala,PTY,Panama
GUA,Guatemala,SJO,Costa Rica
GYE,Ecuador,PTY,Panama
HAV,Cuba,BOG,Colombia
HAV,Cuba,PTY,Panama
IAD,United States,PTY,Panama
IAH,United States,PTY,Panama
IQT,Peru,PTY,Panama
JFK,United States,PTY,Panama
KIN,Jamaica,PTY,Panama
LAS,United States,PTY,Panama
LAX,United States,PTY,Panama
LIM,Peru,PTY,Panama
LIR,Costa Rica,PTY,Panama
MAO,Brazil,PTY,Panama
MAR,Venezuela,PTY,Panama
MBJ,Jamaica,PTY,Panama
MCO,United States,PTY,Panama
MDE,Colombia,CCS,Venezuela
MDE,Colombia,PTY,Panama
MEX,Mexico,BOG,Colombia
MEX,Mexico,PTY,Panama
MGA,Nicaragua,GUA,Guatemala
MGA,Nicaragua,PTY,Panama
MGA,Nicaragua,SJO,Costa Rica
MIA,United States,PTY,Panama
MTY,Mexico,PTY,Panama
MVD,Uruguay,PTY,Panama
NAS,Bahamas,PTY,Panama
ORD,United States,PTY,Panama
PAP,Haiti,PTY,Panama
PEI,Colombia,PTY,Panama
POA,Brazil,PTY,Panama
POS,Trinidad and Tobago,PTY,Panama
PTY,Panama,ADZ,Colombia
PTY,Panama,ASU,Paraguay
PTY,Panama,AUA,Aruba
PTY,Panama,BAQ,Colombia
PTY,Panama,BGA,Colombia
PTY,Panama,BOG,Colombia
PTY,Panama,BOS,United States
PTY,Panama,BSB,Brazil
PTY,Panama,CCS,Venezuela
PTY,Panama,CLO,Colombia
PTY,Panama,CNF,Brazil
PTY,Panama,COR,Argentina
PTY,Panama,CTG,Colombia
PTY,Panama,CUC,Colombia
PTY,Panama,CUN,Mexico
PTY,Panama,CUR,Netherlands Antilles
PTY,Panama,EWR,United States
PTY,Panama,EZE,Argentina
PTY,Panama,GDL,Mexico
PTY,Panama,GIG,Brazil
PTY,Panama,GRU,Brazil
PTY,Panama,GUA,Guatemala
PTY,Panama,GYE,Ecuador
PTY,Panama,HAV,Cuba
PTY,Panama,IAD,United States
PTY,Panama,IAH,United States
PTY,Panama,IQT,Peru
PTY,Panama,JFK,United States
PTY,Panama,KIN,Jamaica
PTY,Panama,LAS,United States
PTY,Panama,LAX,United States
PTY,Panama,LIM,Peru
PTY,Panama,LIR,Costa Rica
PTY,Panama,MAO,Brazil
PTY,Panama,MAR,Venezuela
PTY,Panama,MBJ,Jamaica
PTY,Panama,MCO,United States
PTY,Panama,MDE,Colombia
PTY,Panama,MEX,Mexico
PTY,Panama,MGA,Nicaragua
PTY,Panama,MIA,United States
PTY,Panama,MTY,Mexico
PTY,Panama,MVD,Uruguay
PTY,Panama,NAS,Bahamas
PTY,Panama,ORD,United States
PTY,Panama,PAP,Haiti
PTY,Panama,PEI,Colombia
PTY,Panama,POA,Brazil
PTY,Panama,POS,Trinidad and Tobago
PTY,Panama,PUJ,Dominican Republic
PTY,Panama,REC,Brazil
PTY,Panama,SAL,El Salvador
PTY,Panama,SAP,Honduras
PTY,Panama,SCL,Chile
PTY,Panama,SDQ,Dominican Republic
PTY,Panama,SJO,Costa Rica
PTY,Panama,SJU,Puerto Rico
PTY,Panama,STI,Dominican Republic
PTY,Panama,SXM,Netherlands Antilles
PTY,Panama,TGU,Honduras
PTY,Panama,TPA,United States
PTY,Panama,UIO,Ecuador
PTY,Panama,VLN,Venezuela
PTY,Panama,VVI,Bolivia
PTY,Panama,YYZ,Canada
PUJ,Dominican Republic,BOG,Colombia
PUJ,Dominican Republic,PTY,Panama
REC,Brazil,PTY,Panama
SAL,El Salvador,PTY,Panama
SAP,Honduras,PTY,Panama
SAP,Honduras,SJO,Costa Rica
SCL,Chile,PTY,Panama
SDQ,Dominican Republic,PTY,Panama
SJO,Costa Rica,GUA,Guatemala
SJO,Costa Rica,MGA,Nicaragua
SJO,Costa Rica,PTY,Panama
SJO,Costa Rica,SAP,Honduras
SJO,Costa Rica,TGU,Honduras
SJU,Puerto Rico,PTY,Panama
